id,name,region,country,lat,lon,altitude_m,types,plan_template,maps_url,sbb_url,webcam_url,status
belchen-schwarzwald,Belchen,"Black Forest, Baden-Wurttemberg",DE,47.82200,7.83300,1414,nature|viewpoint|mountain,Gondola from Multen | Summit panorama to Alps and Vosges | Ridge walk | Belchenhaus restaurant,"https://maps.google.com/?q=47.822,7.833",https://www.sbb.ch/en,,baseline
feldberg-schwarzwald,Feldberg,"Black Forest, Baden-Wurttemberg",DE,47.87400,8.00400,1493,nature|viewpoint|mountain|family,Drive or bus to summit area | Feldberg tower panoramic views | Ridge walks | Naturfreundehaus or Baldenweger Hutte for food,"https://maps.google.com/?q=47.874,8.004",https://www.sbb.ch/en,,baseline
schauinsland,Schauinsland,"Black Forest, Baden-Wurttemberg",DE,47.90500,7.89800,1284,nature|viewpoint|mountain|family,Gondola from Horben (near Freiburg) | Summit tower | Easy walks | Hof Schniederlihof museum | Gasthaus Schauinsland,"https://maps.google.com/?q=47.905,7.898",https://www.sbb.ch/en,,baseline
titisee,Titisee,"Black Forest, Baden-Wurttemberg",DE,47.89000,8.15000,845,lake|nature|family|food,Lake walk around Titisee (1.5h) | Boat ride | Black Forest cake at a lakeside cafe | Optional: Badeparadies waterpark,"https://maps.google.com/?q=47.890,8.150",https://www.sbb.ch/en,,baseline
todtnauer-wasserfall,Todtnauer Wasserfall,"Black Forest, Baden-Wurttemberg",DE,47.83700,7.94600,820,nature|family,Short hike to the waterfall (20 min) | Continue uphill for forest walks | Lunch in Todtnau village,"https://maps.google.com/?q=47.837,7.946",https://www.sbb.ch/en,,baseline
aach-hegau,Aach Hegau,Bodensee & Hegau,DE,47.83338,8.94549,618,viewpoint|food|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.83338,8.94549",https://www.sbb.ch/en,,candidate
allensbach-lakeside,Allensbach Lakeside,Bodensee & Hegau,DE,47.67085,8.71383,921,town|lake|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.67085,8.71383",https://www.sbb.ch/en,,candidate
bodman-ludwigshafen,Bodman-Ludwigshafen,Bodensee & Hegau,DE,47.66605,8.63322,681,town|family|food|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.66605,8.63322",https://www.sbb.ch/en,,candidate
meersburg,Meersburg,Bodensee & Hegau,DE,47.81622,9.13732,731,lake|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.81622,9.13732",https://www.sbb.ch/en,,candidate
radolfzell,Radolfzell,Bodensee & Hegau,DE,47.88939,8.84093,975,town|family|viewpoint|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.88939,8.84093",https://www.sbb.ch/en,,candidate
reichenau-island-view,Reichenau Island View,Bodensee & Hegau,DE,47.68101,8.69523,812,town|lake|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.68101,8.69523",https://www.sbb.ch/en,,candidate
singen-hohentwiel,Singen Hohentwiel,Bodensee & Hegau,DE,47.80253,8.88178,951,food|family|town,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=47.80253,8.88178",https://www.sbb.ch/en,,candidate
sipplingen-heights,Sipplingen Heights,Bodensee & Hegau,DE,47.65204,8.66292,591,food|family|lake,Lakeside walk | Viewpoint detour | Café break and return,"https://maps.google.com/?q=47.65204,8.66292",https://www.sbb.ch/en,,candidate
stockach-panorama,Stockach Panorama,Bodensee & Hegau,DE,47.76925,8.85087,552,lake|viewpoint|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.76925,8.85087",https://www.sbb.ch/en,,candidate
uberlingen,Überlingen,Bodensee & Hegau,DE,47.74393,8.98404,583,family|food|lake|town,Lakeside walk | Viewpoint detour | Café break and return,"https://maps.google.com/?q=47.74393,8.98404",https://www.sbb.ch/en,,candidate
konstanz,Konstanz,"Bodensee, Baden-Wurttemberg",DE,47.66000,9.17500,405,town|lake|food|family,Old town walk | Lakeside promenade | Imperia statue | Shopping (Sunday shopping DE side!) | Lake fish restaurant,"https://maps.google.com/?q=47.660,9.175",https://www.sbb.ch/en,,baseline
barr-vineyards,Barr Vineyards,Alsace,FR,48.10000,7.15599,524,family|food|town|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.10000,7.15599",https://www.sbb.ch/en,,candidate
guebwiller,Guebwiller,Alsace,FR,48.10000,7.43435,723,viewpoint|town|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.10000,7.43435",https://www.sbb.ch/en,,candidate
hunawihr,Hunawihr,Alsace,FR,47.87992,7.51760,840,viewpoint|town|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.87992,7.51760",https://www.sbb.ch/en,,candidate
obernai,Obernai,Alsace,FR,47.88289,7.11464,612,viewpoint|town|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.88289,7.11464",https://www.sbb.ch/en,,candidate
ribeauville,Ribeauvillé,Alsace,FR,48.10000,7.53432,712,viewpoint|town|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.10000,7.53432",https://www.sbb.ch/en,,candidate
selestat-heights,Sélestat Heights,Alsace,FR,48.10000,7.17845,773,viewpoint|town|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.10000,7.17845",https://www.sbb.ch/en,,candidate
thann,Thann,Alsace,FR,48.10000,7.10657,432,family|food|town|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.10000,7.10657",https://www.sbb.ch/en,,candidate
turckheim,Turckheim,Alsace,FR,48.10000,7.29118,339,food|family|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.10000,7.29118",https://www.sbb.ch/en,,candidate
strasbourg,Strasbourg,"Alsace, Bas-Rhin",FR,48.57340,7.75210,142,town|food|family,Petite France quarter & half-timbered houses | Strasbourg Cathedral (climb the tower) | Tarte flambée lunch at a winstub | Boat tour on the Ill river,"https://maps.google.com/?q=48.5734,7.7521",https://www.sbb.ch/en/buying/pages/fahrplan/fahrplan.xhtml?nach=Strasbourg,https://www.strasbourg.eu/webcams,baseline
colmar,Colmar,"Alsace, Haut-Rhin",FR,48.07900,7.35800,194,town|food|family,Petite Venise walk | Covered market for tarte flambee | Wine bars in old town | Unterlinden museum,"https://maps.google.com/?q=48.079,7.358",https://www.sbb.ch/en,,baseline
eguisheim,Eguisheim,"Alsace, Haut-Rhin",FR,48.04200,7.30700,210,town|food,Walk the circular village (30 min) | Wine tasting in local caves | Lunch at a winstub | Three Castles hike above town,"https://maps.google.com/?q=48.042,7.307",https://www.sbb.ch/en,,baseline
kaysersberg,Kaysersberg,"Alsace, Haut-Rhin",FR,48.13900,7.26400,242,town|food,Fortified bridge and old town walk | Wine tasting | Castle ruins viewpoint | Winstub lunch,"https://maps.google.com/?q=48.139,7.264",https://www.sbb.ch/en,,baseline
mulhouse,Mulhouse,"Alsace, Haut-Rhin",FR,47.75000,7.33500,240,town|family|food,Cite de l'Automobile (Bugatti museum) | Old town walk | Tarte flambee lunch | Zoo (family),"https://maps.google.com/?q=47.750,7.335",https://www.sbb.ch/en,,baseline
riquewihr,Riquewihr,"Alsace, Haut-Rhin",FR,48.16700,7.29800,300,town|food,Walk through the medieval main street | Wine tasting (Riesling and Gewurztraminer) | Dolder tower | Tarte flambee for lunch,"https://maps.google.com/?q=48.167,7.298",https://www.sbb.ch/en,,baseline
col-de-la-schlucht,Col de la Schlucht,Vosges,FR,47.99305,6.80736,1384,mountain|nature|family|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.99305,6.80736",https://www.sbb.ch/en,,candidate
gerardmer,Gérardmer,Vosges,FR,47.84872,6.75138,1329,nature|family|food|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.84872,6.75138",https://www.sbb.ch/en,,candidate
la-bresse,La Bresse,Vosges,FR,47.97888,7.06297,1389,family|nature|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.97888,7.06297",https://www.sbb.ch/en,,candidate
lac-blanc-ridge,Lac Blanc Ridge,Vosges,FR,47.99295,6.91965,711,viewpoint|mountain|nature|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.99295,6.91965",https://www.sbb.ch/en,,candidate
le-bonhomme,Le Bonhomme,Vosges,FR,47.82570,7.08145,1118,viewpoint|mountain|nature|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.82570,7.08145",https://www.sbb.ch/en,,candidate
le-markstein-pass,Le Markstein Pass,Vosges,FR,48.10000,7.22739,1057,food|family|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.10000,7.22739",https://www.sbb.ch/en,,candidate
markstein,Markstein,Vosges,FR,47.91562,6.87676,1102,nature|mountain|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.91562,6.87676",https://www.sbb.ch/en,,candidate
munster-valley-view,Munster Valley View,Vosges,FR,48.10000,7.26312,1350,viewpoint|food|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.10000,7.26312",https://www.sbb.ch/en,,candidate
orbey-panorama,Orbey Panorama,Vosges,FR,48.10000,6.80218,1227,viewpoint|mountain|family|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.10000,6.80218",https://www.sbb.ch/en,,candidate
route-des-cretes-south,Route des Crêtes South,Vosges,FR,47.80546,6.95731,746,viewpoint|mountain|nature|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.80546,6.95731",https://www.sbb.ch/en,,candidate
grand-ballon,Grand Ballon,"Vosges, Haut-Rhin",FR,47.90500,7.09900,1424,nature|viewpoint|mountain,Drive Route des Cretes | Summit viewpoint | Panorama from Alps to Black Forest | Ferme-auberge for Munster cheese,"https://maps.google.com/?q=47.905,7.099",https://www.sbb.ch/en,,baseline
hohneck,Hohneck,"Vosges, Haut-Rhin",FR,48.04300,7.01000,1363,nature|viewpoint|mountain,Drive to col | Summit hike (30 min) | Panoramic views | Ferme-auberge du Gaschney for marcaire meal,"https://maps.google.com/?q=48.043,7.010",https://www.sbb.ch/en,,baseline
